"","Name","Studios","Score","Popularity","Source"
"1053","Devilman","Toei Animation","6.45",3554,"Manga"
"1054","Kaibutsu-kun (1980)","Shin-Ei Animation","6.45",11098,"Unknown"
"1055","Midori no Makibao","Studio Pierrot","6.45",10090,"Manga"
"1056","Paul no Miracle Daisakusen","Tatsunoko Production","6.45",11281,"Original"
"1057","Kämpfer","Nomad","6.45",613,"Light novel"
"1058","Kagaku Ninja-tai Gatchaman II","Tatsunoko Production","6.45",9071,"Unknown"
"1059","Seikon no Qwaser","Hoods Entertainment","6.45",553,"Manga"
"1060","Chou Seimeitai Transformers Beast Wars Neo","Production Reed","6.45",8701,"Unknown"
"1061","Gegege no Kitarou (1971)","Toei Animation","6.45",9172,"Manga"
"1062","The Marshmallow Times","Unknown","6.45",11648,"Unknown"
"1063","Ring ni Kakero 1: Sekai Taikai-hen","Toei Animation","6.45",10276,"Manga"
"1064","Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi","Toei Animation","6.45",3581,"Original"
"1065","Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi","Studio Gokumi","6.45",2135,"Game"
"1066","Tenkai Knights","Bones","6.45",7689,"Original"
"1067","Tantei Kageki Milky Holmes TD","J.C.Staff, Nomad","6.45",5432,"Original"
"1068","Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!","A-1 Pictures","6.45",1322,"Game"
"1069","Kagewani: Shou","Tomovies","6.45",4026,"Original"
"1070","Kiitarou Shounen no Youkai Enikki","Creators in Pack","6.45",3265,"Web manga"
"1071","Kenka Banchou Otome: Girl Beats Boys","Project No.9, A-Real","6.45",2051,"Visual novel"
"1072","Last Period: Owarinaki Rasen no Monogatari","J.C.Staff","6.45",2938,"Game"
"1073","Gal to Kyouryuu","Kamikaze Douga, Space Neko Company","6.45",3494,"Manga"
"1074","100-man no Inochi no Ue ni Ore wa Tatteiru","Maho Film","6.45",1118,"Manga"
"1075","Boys Be...","Hal Film Maker","6.46",3665,"Manga"
"1076","Ginyuu Mokushiroku Meine Liebe","Bee Train","6.46",4629,"Visual novel"
"1077","Yume de Aetara (TV)","J.C.Staff","6.46",6029,"Manga"
"1078","Eat-Man","Studio Deen","6.46",5318,"Manga"
"1079","Sonic X","TMS Entertainment","6.46",2092,"Game"
"1080","Esper Mami","Shin-Ei Animation","6.46",9543,"Manga"
"1081","Fortune Dogs","Vega Entertainment","6.46",10808,"Original"
"1082","Kanokon","Xebec","6.46",713,"Light novel"
"1083","Ashita e Free Kick","Production Reed","6.46",9221,"Original"
"1084","Time Bokan Series: Yattodetaman","Tatsunoko Production","6.46",9324,"Unknown"
"1085","Kurenai Sanshirou","Tatsunoko Production","6.46",9788,"Manga"
"1086","Yoku Wakaru Gendai Mahou","Nomad","6.46",3431,"Light novel"
"1087","Onegai♪My Melody Kirara★","Studio Comet","6.46",9564,"Unknown"
"1088","Cheburashka Arere?","GoHands","6.46",7788,"Book"
"1089","Ai no Senshi Rainbowman","Unknown","6.46",10685,"Other"
"1090","Osomatsu-kun","Studio Zero","6.46",7958,"Manga"
"1091","Vividred Operation","A-1 Pictures","6.46",2002,"Original"
"1092","Assault Lily: Bouquet","Shaft","6.46",2178,"Other"
"1093","One Room Third Season","Zero-G","6.46",3765,"Original"
"1094","Ragnarök The Animation","G&G Entertainment","6.47",2451,"Game"
"1095","Miami Guns","Group TAC","6.47",6476,"Manga"
"1096","Nekojiru Gekijou Jirujiru Original","Unknown","6.47",5062,"Manga"
"1097","Himawari!!","Arms","6.47",4940,"Original"
"1098","Arrow Emblem Grand Prix no Taka","Toei Animation","6.47",9517,"Unknown"
"1099","Akaneiro ni Somaru Saka","TNK","6.47",1116,"Visual novel"
"1100","Tono to Issho: Gantai no Yabou","Gathering","6.47",8072,"4-koma manga"
"1101","Clockwork Planet","Xebec","6.47",1133,"Light novel"
"1102","Persona 5 the Animation","CloverWorks","6.47",840,"Game"
"1103","Akanesasu Shoujo","DandeLion Animation Studio","6.47",2996,"Original"
"1104","Pingu in the City (2018)","Polygon Pictures","6.47",5265,"Other"
"1105","Nande Koko ni Sensei ga!?","Tear Studio","6.47",728,"Manga"
"1106","Tejina-senpai","LIDENFILMS","6.47",862,"Manga"
"1107","Cinderella Girls Gekijou: Climax Season","Gathering, Lesprit","6.47",7631,"4-koma manga"
"1108","Ore dake Haireru Kakushi Dungeon","Okuruto Noboru","6.47",1200,"Light novel"
"1109","Power Stone","Studio Pierrot","6.48",5874,"Game"
"1110","Dragon Ball GT","Toei Animation","6.48",262,"Manga"
"1111","Kokoro Toshokan","Studio Deen","6.48",6289,"Manga"
"1112","Massugu ni Ikou.","Yumeta Company","6.48",7850,"Manga"
"1113","Bomberman B-Daman Bakugaiden","Madhouse","6.48",8423,"Game"
"1114","Kyoushirou to Towa no Sora","TNK","6.48",2614,"Manga"
"1115","Sasuga no Sarutobi","Tsuchida Productions","6.48",10286,"Manga"
"1116","Yume no Hoshi no Button Nose","Unknown","6.48",11496,"Original"
"1117","Karakuri Kiden: Hiwou Senki","Bones","6.48",9821,"Original"
"1118","Mission-E","Studio Deen","6.48",6407,"Original"
"1119","Coppelion","GoHands","6.48",1331,"Manga"
"1120","Tanken Driland","Toei Animation","6.48",6230,"Unknown"
"1121","Gifuu Doudou!!: Kanetsugu to Keiji","Studio Deen","6.48",5644,"Manga"
"1122","Bakuon!!","TMS Entertainment","6.48",2216,"Manga"
"1123","Puzzle & Dragons Cross","Studio Pierrot","6.48",5547,"Game"
"1124","Centaur no Nayami","Haoliners Animation League","6.48",1806,"Manga"
"1125","Cardfight!! Vanguard G: Z","OLM","6.48",6443,"Card game"
"1126","Mahou Shoujo Site","production doA","6.48",975,"Manga"
"1127","Pet","Geno Studio","6.48",1755,"Manga"
"1128","Strike Witches: 501 Butai Hasshin Shimasu!","Acca effe, Giga Production","6.48",4339,"Manga"
"1129","Sinbi Apateu: Ghost Ball Bimil","Unknown","6.48",12343,"Original"
"1130","Senyoku no Sigrdrifa","A-1 Pictures","6.48",2887,"Original"
"1131","Anime Kapibara-san","Shin-Ei Animation, Lesprit","6.48",8802,"Other"
"1132","Futakoi","Telecom Animation Film","6.49",2900,"Original"
"1133","L/R: Licensed by Royal","TNK","6.49",7238,"Original"
"1134","Karasu Tengu Kabuto","Unknown","6.49",8915,"Manga"
"1135","Jungle Taitei: Susume Leo!","Mushi Production","6.49",8840,"Manga"
"1136","Fushigi no Kuni no Alice","Nippon Animation","6.49",8240,"Book"
"1137","Hana no Mahoutsukai Mary Bell","Production Reed, Asahi Production","6.49",8779,"Original"
"1138","Rokumon Tengai Mon Colle Knights","Studio Deen","6.49",7115,"Card game"
"1139","Live On Cardliver Kakeru","TMS Entertainment","6.49",10628,"Manga"
"1140","Card Wang: Mix Master","Nippon Animation","6.49",9734,"Unknown"
"1141","Konchuu Monogatari Minashigo Hutch (1989)","Tatsunoko Production","6.49",10561,"Unknown"
"1142","Shin Ace wo Nerae!","Tohokushinsha Film Corporation","6.49",9318,"Manga"
"1143","Yakyuukyou no Uta","Nippon Animation","6.49",10835,"Manga"
"1144","Mobile Suit Gundam AGE","Sunrise","6.49",3191,"Original"
"1145","Manga Mitokoumon","Unknown","6.49",12030,"Unknown"
"1146","Kuromajo-san ga Tooru!!","Shin-Ei Animation","6.49",5382,"Novel"
"1147","Jinsei","feel.","6.49",1999,"Light novel"
"1148","Eromanga-sensei","A-1 Pictures","6.49",227,"Light novel"
"1149","Koneko no Chi: Ponponra Dairyokou","Marza Animation Planet","6.49",8971,"Original"
"1150","Iwa Kakeru!: Sport Climbing Girls","Blade","6.49",2012,"Web manga"
"1151","Amaenaide yo!!","Studio Deen","6.5",1877,"Manga"
"1152","Uchuu Senshi Baldios","Production Reed","6.5",9397,"Unknown"
"1153","Ring ni Kakero 1: Nichibei Kessen-hen","Toei Animation","6.5",9154,"Manga"
"1154","Hare Tokidoki Buta (TV)","Unknown","6.5",10513,"Picture book"
"1155","Kinkyuu Hasshin Saver Kids","Tokyo Movie Shinsha","6.5",11755,"Original"
"1156","Seishun Anime Zenshuu","Nippon Animation","6.5",9674,"Other"
"1157","Salad Juu Yuushi Tomatoman","Unknown","6.5",11039,"Unknown"
"1158","R-15","AIC, Remic","6.5",1666,"Light novel"
"1159","Gakkatsu!","NHK","6.5",5792,"Original"
"1160","Arata Kangatari","Satelight","6.5",1985,"Manga"
"1161","Saikyou Ginga Ultimate Zero: Battle Spirits","Sunrise","6.5",9693,"Card game"
"1162","Yami Shibai 2","ILCA","6.5",2666,"Original"
"1163","Shirogane no Ishi: Argevollen","Xebec","6.5",2525,"Original"
"1164","Miss Monochrome The Animation 2","SANZIGEN, LIDENFILMS","6.5",3855,"Original"
"1165","Infini-T Force","Tatsunoko Production","6.5",5479,"Original"
"1166","Wake Up, Girls! Shin Shou","Millepensee","6.5",4763,"Original"
"1167","ClassicaLoid 2nd Season","Sunrise","6.5",6005,"Original"
"1168","Plunderer","GEEK TOYS","6.5",661,"Manga"
"1169","Shiawase Sou no Okojo-san","Unknown","6.51",8495,"Manga"
"1170","Kaibutsu-kun","Studio Zero, Tokyo Movie","6.51",10580,"Manga"
"1171","Sasurai no Taiyou","Unknown","6.51",10126,"Manga"
"1172","Huckleberry Finn Monogatari","Aubec","6.51",9945,"Novel"
"1173","DD Hokuto no Ken (2013)","Unknown","6.51",7627,"Manga"
"1174","Hi☆sCoool! SeHa Girls","TMS Entertainment","6.51",4802,"Other"
"1175","Ore, Twintail ni Narimasu.","Production IMS","6.51",1139,"Light novel"
"1176","Absolute Duo","8bit","6.51",312,"Light novel"
"1177","Yoru no Yatterman","Tatsunoko Production","6.51",3017,"Original"
"1178","Ketsuekigata-kun! 2","feel., Assez Finaud Fabric","6.51",7081,"Web manga"
"1179","Qualidea Code","A-1 Pictures","6.51",1088,"Original"
"1180","Citrus","Passione","6.51",398,"Manga"
"1181","Binan Koukou Chikyuu Boueibu Happy Kiss!","Studio Comet","6.51",4977,"Original"
"1182","Maou-sama, Retry!","EKACHI EPILKA","6.51",1020,"Light novel"
"1183","RobiHachi","Studio Comet","6.51",3180,"Original"
"1184","Kochouki: Wakaki Nobunaga","Studio Deen","6.51",3481,"Original"
"1185","Mewkledreamy","J.C.Staff","6.51",6983,"Other"
"1186","Monster Musume no Oishasan","Arvo Animation","6.51",1260,"Light novel"
"1187","Kiratto Pri☆chan Season 3","Tatsunoko Production","6.51",10269,"Game"
"1188","D4DJ Petit Mix","W-Toon Studio, DMM.futureworks","6.51",9458,"Original"
"1189","To Heart 2","OLM","6.52",3799,"Visual novel"
"1190","Comic Party Revolution","Radix, Chaos Project","6.52",5231,"Visual novel"
"1191","Eden's Bowy","Studio Deen","6.52",6174,"Manga"
"1192","iDOLM@STER Xenoglossia","Sunrise","6.52",3653,"Original"
"1193","Master Mosquiton '99","Unknown","6.52",7453,"Manga"
"1194","Shining Tears X Wind","Studio Deen","6.52",2928,"Game"
"1195","Choujikuu Seiki Orguss","Artland","6.52",6711,"Original"
"1196","Mirai Shounen Conan 2: Taiga Daibouken","Nippon Animation","6.52",9166,"Unknown"
"1197","Yume Senshi Wingman","Toei Animation","6.52",8880,"Manga"
"1198","Go! Go! Itsutsugo Land","Eiken","6.52",11182,"Unknown"
"1199","Ore wa Teppei","Nippon Animation","6.52",10151,"Manga"
"1200","Time Bokan","Tatsunoko Production","6.52",9077,"Original"
"1201","Sasuke","Unknown","6.52",10470,"Manga"
"1202","Miracle☆Train: Oedo-sen e Youkoso","Yumeta Company","6.52",3869,"Original"
"1203","Sekai Meisaku Douwa: Wow! Maerchen Oukoku","Toei Animation","6.52",11482,"Unknown"
"1204","Nyani ga Nyandaa Nyandaa Kamen","Sunrise","6.52",11462,"Picture book"
"1205","Softenni","Xebec","6.52",3526,"Manga"
"1206","Jewelpet Sunshine","Studio Comet","6.52",7226,"Original"
"1207","Pucca 2","Unknown","6.52",6051,"Unknown"
"1208","Seikoku no Dragonar","C-Station","6.52",880,"Light novel"
"1209","Cardfight!! Vanguard G","TMS Entertainment","6.52",4615,"Card game"
"1210","Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi","WAO World","6.52",4209,"Book"
"1211","Ramen Daisuki Koizumi-san","Studio Gokumi, AXsiZ","6.52",2256,"Manga"
"1212","Arifureta Shokugyou de Sekai Saikyou","Asread, White Fox","6.52",383,"Light novel"
"1213","Tsukiuta. The Animation 2","Children's Playground Entertainment","6.52",6492,"Music"
"1214","Africa no Salaryman (TV)","HOTZIPANG","6.52",3738,"Web manga"
"1215","Bananya: Fushigi na Nakama-tachi","TMS Entertainment, Gathering","6.52",5172,"Original"
"1216","Arc the Lad","Bee Train","6.53",4259,"Game"
"1217","Bannou Bunka Neko-Musume (1998)","Production Reed","6.53",5976,"Original"
"1218","PetoPeto-san","Xebec","6.53",6078,"Light novel"
"1219","Neo Ranga","Studio Pierrot","6.53",4793,"Original"
"1220","Chance Triangle Session","Madhouse","6.53",6707,"Radio"
"1221","La Seine no Hoshi","Sunrise","6.53",8911,"Unknown"
"1222","Yuusha Exkaiser","Sunrise","6.53",9217,"Original"
"1223","Chou Hatsumei Boy Kanipan","Unknown","6.53",11064,"Original"
"1224","Juushin Liger","Sunrise","6.53",9681,"Unknown"
"1225","Getter Robo G","Toei Animation","6.53",8588,"Manga"
"1226","Dororon Enma-kun Meeramera","Brain's Base","6.53",4106,"Manga"
"1227","Morita-san wa Mukuchi.","Seven","6.53",3574,"4-koma manga"
"1228","Oniichan dakedo Ai sae Areba Kankeinai yo ne!","SILVER LINK.","6.53",608,"Light novel"
"1229","Z/X: Ignition","Telecom Animation Film","6.53",2665,"Card game"
"1230","Koukaku no Pandora","Studio Gokumi, AXsiZ","6.53",2549,"Manga"
"1231","Dame x Prince Anime Caravan","Studio Flad","6.53",3485,"Visual novel"
"1232","Tokyo Ghoul:re","Studio Pierrot, Pierrot Plus","6.53",132,"Manga"
"1233","Cinderella Girls Gekijou 3rd Season","Gathering, Lesprit","6.53",6439,"4-koma manga"
"1234","Urasekai Picnic","LIDENFILMS, Felix Film","6.53",1982,"Novel"
"1235","Tenshi no Shippo Chu!","Unknown","6.54",6539,"Unknown"
"1236","Trouble Chocolate","AIC","6.54",6797,"Radio"
"1237","Shuffle! Memories","Asread","6.54",2303,"Visual novel"
"1238","Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning","Tezuka Productions","6.54",10208,"Book"
"1239","Bus Gamer","Anpro","6.54",3277,"Manga"
"1240","Wonder Beat Scramble","Mushi Production","6.54",10878,"Unknown"
"1241","Hurricane Polymar","Tatsunoko Production","6.54",9164,"Original"
"1242","Magical★Taruruuto-kun","Toei Animation","6.54",10456,"Manga"
"1243","Gegege no Kitarou (1985)","Toei Animation","6.54",9172,"Manga"
"1244","Stella Jogakuin Koutou-ka C³-bu","Gainax","6.54",2286,"Manga"
"1245","Youkai Watch","OLM","6.54",3722,"Game"
"1246","Danchigai","Creators in Pack","6.54",1532,"4-koma manga"
"1247","Miss Monochrome The Animation 3","SANZIGEN, LIDENFILMS","6.54",4440,"Original"
"1248","Fuuka","Diomedéa","6.54",654,"Manga"
"1249","Cinderella Girls Gekijou","Gathering, Lesprit","6.54",4175,"4-koma manga"
"1250","Death March kara Hajimaru Isekai Kyousoukyoku","SILVER LINK., Connect","6.54",411,"Light novel"
"1251","Jigoku Shoujo: Yoi no Togi","Studio Deen","6.54",2391,"Original"
"1252","Kenja no Mago","SILVER LINK.","6.54",415,"Light novel"
"1253","Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo","Encourage Films","6.54",3337,"Game"
"1254","Fate/Extra: Last Encore - Illustrias Tendousetsu","Shaft","6.54",2360,"Game"
"1255","Uchuu Senkan Tiramisù II","Gonzo","6.54",5357,"Web manga"
"1256","Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen","SILVER LINK.","6.54",1016,"Light novel"
"1257","Rizelmine","Madhouse, Imagin","6.55",3495,"Manga"
"1258","Burn Up Excess","Magic Bus","6.55",5063,"Original"
"1259","Gakuen Heaven","Tokyo Kids","6.55",2127,"Visual novel"
"1260","Yuusha Raideen","Sunrise","6.55",8891,"Original"
"1261","Transformers: Car Robots","Gallop","6.55",7133,"Unknown"
"1262","Garakuta-doori no Stain","Unknown","6.55",10342,"Unknown"
"1263","White Album","Seven Arcs","6.55",1465,"Visual novel"
"1264","Hai! Akko Desu","Eiken","6.55",11615,"Unknown"
"1265","HenSemi (TV)","Xebec","6.55",2551,"Manga"
"1266","Honto ni Atta! Reibai Sensei","DLE","6.55",5717,"Manga"
"1267","IS: Infinite Stratos 2","8bit","6.55",460,"Light novel"
"1268","Kobo-chan","Eiken","6.55",12885,"4-koma manga"
"1269","Fudanshi Koukou Seikatsu","EMT Squared","6.55",2099,"4-koma manga"
"1270","Akiba's Trip The Animation","Gonzo","6.55",1274,"Game"
"1271","Action Heroine Cheer Fruits","Diomedéa","6.55",4607,"Original"
"1272","Juuni Taisen","Graphinica","6.55",649,"Novel"
"1273","Phantasy Star Online 2: Episode Oracle","Gonzo","6.55",3822,"Game"
"1274","Oda Cinnamon Nobunaga","Studio Signpost","6.55",4178,"Manga"
"1275","Final Approach","Zexcs","6.56",2887,"Visual novel"
"1276","Buzzer Beater","TMS Entertainment","6.56",4474,"Web manga"
"1277","Kore ga Watashi no Goshujinsama","Gainax, Shaft","6.56",1819,"Manga"
"1278","Otogi Story Tenshi no Shippo","Tokyo Kids","6.56",4416,"Original"
"1279","Jungle Taitei","Mushi Production","6.56",5999,"Manga"
"1280","Cosmo Warrior Zero","Vega Entertainment","6.56",6804,"Game"
"1281","Reideen","Production I.G","6.56",5463,"Unknown"
"1282","Touka Gettan","Studio Deen","6.56",3873,"Visual novel"
"1283","Akihabara Dennou-gumi","Production Reed","6.56",6029,"Original"
"1284","Baby Baachan","Unknown","6.56",11294,"Original"
"1285","Super Doll Licca-chan","Madhouse","6.56",7737,"Other"
"1286","The Kabocha Wine","Toei Animation","6.56",8631,"Manga"
"1287","Blue Dragon: Tenkai no Shichi Ryuu","Studio Pierrot","6.56",4290,"Game"
"1288","Seton Doubutsuki: Risu no Banner","Nippon Animation","6.56",10079,"Unknown"
"1289","Dokkiri Doctor","Studio Pierrot","6.56",10673,"Manga"
"1290","Uchuu Kuubo Blue Noah","Unknown","6.56",9587,"Original"
"1291","Pucca","Unknown","6.56",4671,"Unknown"
"1292","Blood-C","Production I.G","6.56",573,"Manga"
"1293","Norn9: Norn+Nonet","Kinema Citrus","6.56",1798,"Visual novel"
"1294","Ooyasan wa Shishunki!","Seven Arcs Pictures","6.56",2501,"4-koma manga"
"1295","Wakaokami wa Shougakusei!","Madhouse, DLE","6.56",6378,"Novel"
"1296","Cardfight!! Vanguard: Shinemon-hen","OLM","6.56",8419,"Original"
"1297","Honoo no Mirage","Madhouse","6.57",3723,"Light novel"
"1298","Cutey Honey F","Toei Animation","6.57",5512,"Unknown"
"1299","Chikyuu Bouei Kazoku","Group TAC","6.57",9527,"Original"
"1300","Attacker You!","Shaft","6.57",6309,"Manga"
"1301","Hatsumei Boy Kanipan","Unknown","6.57",11218,"Original"
"1302","Mama wa Poyopoyo Saurus ga Osuki","Nippon Animation","6.57",11701,"Manga"
"1303","Tokyo ESP","Xebec","6.57",1001,"Manga"
"1304","Inugami-san to Nekoyama-san","Seven","6.57",1924,"4-koma manga"
"1305","Shounen Hollywood: Holly Stage for 50","Zexcs","6.57",6170,"Novel"
"1306","Sengoku Musou","TYO Animations","6.57",3690,"Game"
"1307","Koi to Uso","LIDENFILMS","6.57",507,"Manga"
"1308","Yami to Boushi to Hon no Tabibito","Studio Deen","6.58",3257,"Visual novel"
"1309","Joshikousei: Girl's High","Arms","6.58",2906,"Manga"
"1310","Tokkou","AIC Spirits, Group TAC","6.58",2538,"Manga"
"1311","Glass no Kantai: La Legende du Vent de l'Univers","Gonzo, Satelight","6.58",4808,"Original"
"1312","Kishin Houkou Demonbane (TV)","View Works","6.58",2808,"Visual novel"
"1313","Love Get Chu","Radix","6.58",5539,"Visual novel"
"1314","Hamelin no Violin Hiki","Studio Deen","6.58",6251,"Manga"
"1315","IGPX: Immortal Grand Prix","Production I.G","6.58",7345,"Original"
"1316","Gun Frontier","Echo","6.58",5303,"Manga"
"1317","Bakusou Kyoudai Let's & Go MAX","Xebec","6.58",7892,"Manga"
"1318","Chiisana Viking Vickie","Nippon Animation","6.58",8200,"Unknown"
"1319","Persona: Trinity Soul","A-1 Pictures","6.58",1813,"Original"
"1320","Ai no Gakkou Cuore Monogatari","Nippon Animation","6.58",9041,"Novel"
"1321","Choujikuu Kidan Southern Cross","Tatsunoko Production, Studio World","6.58",5974,"Original"
"1322","Queen's Blade: Gyokuza wo Tsugu Mono","Arms","6.58",2373,"Other"
"1323","Cooking Papa","Eiken","6.58",9792,"Manga"
"1324","Muumin (1972)","Mushi Production","6.58",8936,"Book"
"1325","D.C.III: Da Capo III","Kazami Gakuen Koushiki Douga-bu","6.58",3244,"Visual novel"
"1326","Battle Spirits: Sword Eyes","Sunrise","6.58",8849,"Card game"
"1327","RDG: Red Data Girl","P.A. Works","6.58",1441,"Novel"
"1328","Inu to Hasami wa Tsukaiyou","Gonzo","6.58",1246,"Light novel"
"1329","Kono Yo no Hate de Koi wo Utau Shoujo YU-NO","feel.","6.58",1401,"Visual novel"
"1330","Youkai Watch: Shadow Side","OLM","6.58",9676,"Game"
"1331","Okoshiyasu, Chitose-chan","Gathering","6.58",6560,"Manga"
"1332","Comic Party","OLM","6.59",3950,"Visual novel"
"1333","Weiß Kreuz Glühen","ufotable","6.59",5134,"Unknown"
"1334","Lemon Angel Project","Unknown","6.59",5550,"Other"
"1335","Narue no Sekai","Studio Live","6.59",4014,"Manga"
"1336","Kemeko Deluxe!","Hal Film Maker","6.59",2674,"Manga"
"1337","Astarotte no Omocha!","Diomedéa","6.59",1210,"Manga"
"1338","Sengoku Otome: Momoiro Paradox","TMS Entertainment","6.59",2548,"Game"
"1339","Dokidoki! Precure","Toei Animation","6.59",3916,"Original"
"1340","Line Offline: Salaryman","Shogakukan Music & Digital Entertainment","6.59",9254,"Unknown"
